RUNID	Date start	Date end	ANSAMP	MCMID	Bond OK	Data OK	Median per row	Median per col	Noise	Noise error	Gain	Gain error	SER	SER error
221	2025-04-09T05:41:01	2025-04-09T07:08:44	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[0.0, 31.0, 5.0, 1.0, -1, 36711.75, 5.0, 0.25, 6.0, 45.0, 7.0, 1.0, 6.0, 12.0, 8.75, 3.0]	[0.5, 28.5, 5.0, 1.0, -1, 36651.25, 8.25, 0.5, 5.5, 41.0, 6.0, 1.0, 6.0, 11.0, 12.5, 2.0]	[55.54, 51.46, 52.9, 56.97, -1, 51836.86, -1, 54.67, 54.15, 52.89, 55.97, 52.25, 55.06, 52.12, -1, 53.15]	[0.22, 0.21, 0.2, 0.22, -1, 79296729.82, -1, 0.21, 0.23, 0.22, 0.23, 0.21, 0.24, 0.19, -1, 0.23]	[220.89, 163.3, 238.12, 226.52, -1, 300.0, -1, 180.56, 248.01, 163.99, 246.39, 232.41, 241.97, 164.81, -1, 239.44]	[1.73, 3.39, 1.25, 1.73, -1, inf, -1, 2.56, 1.19, 3.11, 1.51, 1.61, 1.32, 3.43, -1, 1.48]	[0.03547, 0.02982, 0.05188, 0.03022, -1, -1, -1, 0.03433, 0.05757, 0.05959, 0.04874, 0.037, 0.05169, 0.0388, -1, 0.04345]	[0.00133, 0.00135, 0.00098, 0.00128, -1, -1, -1, 0.00129, 0.00119, 0.00179, 0.00136, 0.0009, 0.00106, 0.00135, -1, 0.00111]
221	2025-04-09T05:41:01	2025-04-09T07:08:44	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1.0, 0.0, 1.0, -0.25, 0.75, 0.0, 0.0, 0.0, 2.25, 1.0, 3.0, 2.75, 0.0, 1.75, 2.0, 0.0]	[0.5, 0.5, 0.0, -0.5, 0.5, 0.0, -0.5, 0.5, 1.0, 1.0, 2.0, 2.0, 0.0, 1.0, 1.5, 0.0]	[58.48, 61.61, 60.39, 56.03, 56.51, 60.13, 57.26, 57.87, 58.68, 58.47, 60.48, 57.8, 57.34, 57.19, 58.58, 58.2]	[0.23, 0.27, 0.24, 0.22, 0.21, 0.25, 0.25, 0.25, 0.27, 0.24, 0.28, 0.23, 0.22, 0.24, 0.22, 0.27]	[261.41, 285.83, 279.65, -1, 258.89, -1, 266.76, 281.85, 268.98, 285.9, 274.64, 269.93, 269.16, 277.56, 280.74, 273.11]	[3.37, 2.56, 2.84, -1, 1.85, -1, 3.51, 2.82, 2.41, 2.35, 1.98, 2.36, 2.69, 2.4, 1.74, 2.77]	[0.01761, 0.02493, 0.02107, -1, 0.02242, -1, 0.01936, 0.02327, 0.02737, 0.02634, 0.0261, 0.02309, 0.01907, 0.02577, 0.02918, 0.02283]	[0.00101, 0.001, 0.00083, -1, 0.00083, -1, 0.001, 0.00099, 0.00092, 0.00106, 0.00079, 0.00099, 0.0008, 0.00095, 0.00101, 0.00098]
221	2025-04-09T05:41:01	2025-04-09T07:08:44	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[0.0, 2.0, 1.0, 1.75, 2.5, 3.25, 1.25, 1.0, 1.0, 5.0, 5.0, 1.0, 2.5, 0.5, -1.0, 1.0]	[0.0, 1.5, 0.5, 1.0, 2.0, 3.0, 1.0, 1.0, 1.5, 4.0, 9.0, 1.0, 2.0, 0.5, -1.0, 0.5]	[58.18, 65.9, 64.69, 64.78, 60.9, 64.9, 65.11, 61.71, 60.53, 62.2, -1, 55.54, 63.78, 64.6, 61.37, 60.62]	[0.27, 0.3, 0.29, 0.3, 0.24, 0.27, 0.28, 0.26, 0.25, 0.32, -1, 0.2, 0.31, 0.27, 0.26, 0.25]	[263.76, 282.1, 280.22, 285.15, 264.17, 283.84, 282.63, 270.41, 255.24, 271.29, -1, 267.24, 270.93, 277.2, 279.41, -5.39]	[2.65, 2.92, 2.83, 3.21, 2.68, 2.62, 2.56, 2.42, 2.9, 1.99, -1, 2.59, 2.06, 3.04, 2.65, 35330.32]	[0.02197, 0.02379, 0.02194, 0.02399, 0.02423, 0.03381, 0.02453, 0.02394, 0.02467, 0.03914, -1, 0.02481, 0.02953, 0.02281, 0.02231, -1]	[0.00093, 0.00093, 0.0009, 0.00126, 0.00086, 0.00133, 0.00101, 0.00095, 0.00115, 0.00117, -1, 0.00073, 0.00091, 0.00094, 0.00082, -1]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[5.0, 4.0, 2.0, 4.0, 5.0, 4.0, 1.0, 3.0, 7.0, 13.0, -2.0, 3.0, 9.0, 2.25, 2.0, 4.0]	[4.0, 4.0, 2.0, 3.0, 4.0, 3.5, 1.5, 3.0, 5.75, 24.0, -2.0, 3.0, 7.5, 3.0, 1.5, 3.0]	[60.86, 64.41, 60.83, 62.41, 57.54, 62.02, 63.84, 62.05, 64.13, 61.63, -1, 62.56, 62.27, 63.28, 60.55, 63.78]	[0.28, 0.22, 0.25, 0.28, 0.23, 0.27, 0.29, 0.26, 0.3, 0.24, -1, 0.28, 0.28, 0.26, 0.24, 0.32]	[275.35, 278.16, 263.78, 277.27, 273.31, 267.74, 291.03, 275.83, 279.04, 275.41, -1, 286.42, 279.8, 273.56, 272.62, 283.59]	[1.23, 1.35, 1.23, 1.51, 1.14, 1.49, 2.06, 1.46, 1.3, 0.97, -1, 1.64, 0.99, 1.53, 1.65, 1.36]	[0.06449, 0.05404, 0.05745, 0.06219, 0.07253, 0.05669, 0.04119, 0.05008, 0.07831, 0.07562, -1, 0.05094, 0.08408, 0.05471, 0.04857, 0.05505]	[0.00111, 0.001, 0.00085, 0.00088, 0.00103, 0.00089, 0.00093, 0.00082, 0.001, 0.00134, -1, 0.00097, 0.00123, 0.0009, 0.00095, 0.0009]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[6.0, 8.0, 10.0, 8.0, 11.0, 5.0, 7.0, 10.0, 13.0, 8.75, 8.0, 27.0, 9.0, 9.0, 13.0, 2159.5]	[1.0, 7.0, 9.0, 9.0, 10.0, 5.0, 7.5, 7.0, 11.0, 7.0, 9.0, 11.5, 9.5, 8.0, 11.0, 2549.75]	[-1, 59.25, 58.11, 59.46, 58.27, 56.58, 58.71, 58.48, 58.45, 59.16, 57.51, 57.22, 57.65, 59.02, 57.12, 58.14]	[-1, 0.27, 0.24, 0.27, 0.24, 0.26, 0.28, 0.22, 0.23, 0.24, 0.24, 0.25, 0.24, 0.23, 0.24, 0.23]	[-1, 255.76, 247.84, 179.48, 252.09, 251.83, 250.48, 249.13, 251.42, 250.15, 251.04, 256.56, 242.26, 252.41, 169.01, 257.76]	[-1, 0.9, 1.02, 4.16, 0.85, 0.98, 1.08, 1.13, 0.93, 1.09, 1.12, 1.08, 0.87, 0.97, 3.76, 0.93]	[-1, 0.07992, 0.09488, 0.02714, 0.11018, 0.0677, 0.08561, 0.07156, 0.10998, 0.08285, 0.07297, 0.07203, 0.10302, 0.09599, 0.02958, 0.20801]	[-1, 0.001, 0.00128, 0.00185, 0.00119, 0.00087, 0.00112, 0.00103, 0.00124, 0.00124, 0.00125, 0.00318, 0.00103, 0.0011, 0.00159, 0.00274]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	15	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[24.0, 13.0, 12.25, 8.0, 15.0, 12.0, 9.0, 6.0, 15.25, 7.25, 14.5, 4.0, 14.5, -1, 5.0, 8.0]	[12.0, 12.0, 11.0, 7.5, 12.0, 11.0, 8.5, 4.5, 13.5, 7.5, 11.5, 3.5, 12.5, -1, 4.0, 7.5]	[55.23, 62.6, 66.13, 56.69, 56.95, 62.02, 59.71, 55.26, 55.96, 63.47, 65.25, 54.84, 58.22, -1, 63.23, 55.35]	[0.23, 0.28, 0.26, 0.23, 0.24, 0.25, 0.23, 0.23, 0.21, 0.27, 0.26, 0.21, 0.23, -1, 0.31, 0.18]	[223.59, 244.13, 246.04, 245.53, 247.37, 250.76, 237.82, 241.12, 241.19, 248.98, 249.71, 193.67, 239.41, -1, 256.27, 133.07]	[1.97, 1.14, 1.21, 0.85, 0.8, 1.11, 1.15, 0.98, 0.92, 1.4, 1.23, 1.44, 1.05, -1, 1.23, 3.98]	[0.13574, 0.10699, 0.10477, 0.09725, 0.11563, 0.1023, 0.09467, 0.07555, 0.12421, 0.07956, 0.09205, 0.0746, 0.11472, -1, 0.07095, 0.03043]	[0.00308, 0.00139, 0.0015, 0.00112, 0.00121, 0.00122, 0.00121, 0.001, 0.00138, 0.00132, 0.00127, 0.00126, 0.00108, -1, 0.00115, 0.00203]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[13.0, -1, 9.0, 6.0, 13.25, -1, 5.0, 6.0, 12.0, -1, -1, 6.0, 9.0, -1, 1.0, 3.25]	[8.75, -1, 8.5, 5.5, 12.0, -1, 4.5, 5.5, 11.0, -1, -1, 5.0, 9.0, -1, 1.0, 3.5]	[54.96, -1, 52.86, 56.35, 55.09, -1, 53.05, 55.31, 56.0, -1, -1, 52.8, 54.31, -1, 54.59, 55.34]	[0.21, -1, 0.18, 0.23, 0.24, -1, 0.21, 0.21, 0.26, -1, -1, 0.22, 0.23, -1, 0.19, 0.19]	[241.86, -1, 158.71, 201.97, 248.6, -1, 241.4, 250.39, 249.71, -1, -1, 238.12, 250.34, -1, -752.39, 250.02]	[0.86, -1, 2.03, 1.3, 0.79, -1, 0.93, 1.03, 0.75, -1, -1, 1.0, 0.69, -1, inf, 0.91]	[0.1195, -1, 0.09991, 0.08126, 0.12171, -1, 0.08366, 0.07758, 0.1237, -1, -1, 0.07179, 0.1064, -1, -1, 0.07767]	[0.00116, -1, 0.00197, 0.00121, 0.00127, -1, 0.00117, 0.00132, 0.0012, -1, -1, 0.00128, 0.00113, -1, -1, 0.00094]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	18	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[9.0, 8.0, 7.0, 5.0, 7.5, 8.0, 11.0, 6.0, 13.0, 8.0, 6.0, 4.25, 13.75, 9.0, 8.0, 12.0]	[8.5, 8.0, 7.0, 5.0, 8.0, 6.5, 8.0, 5.5, 12.0, 7.0, 5.0, 4.5, 11.0, 7.5, 6.0, 8.0]	[55.56, 53.87, 52.46, 53.95, 56.0, 53.36, 56.94, 52.55, 53.2, 56.36, 55.08, 54.13, 53.79, 54.58, 56.04, 56.24]	[0.23, 0.23, 0.17, 0.23, 0.2, 0.23, 0.27, 0.21, 0.23, 0.22, 0.22, 0.18, 0.23, 0.24, 0.23, 0.21]	[248.21, 182.67, 243.16, 239.33, 247.45, 240.52, 177.98, 238.92, 234.33, 151.28, 248.65, 251.18, 246.59, 242.32, 249.11, 255.46]	[0.75, 1.54, 0.88, 0.91, 0.83, 0.97, 1.85, 0.97, 0.87, 4.92, 0.92, 0.84, 0.8, 0.84, 0.87, 0.73]	[0.12078, 0.08774, 0.09016, 0.08274, 0.10455, 0.08094, 0.09829, 0.08656, 0.12725, 0.01762, 0.07498, 0.07606, 0.1202, 0.0951, 0.09214, 0.10438]	[0.00102, 0.00127, 0.00101, 0.00098, 0.00107, 0.00131, 0.0017, 0.00101, 0.00135, 0.00164, 0.00115, 0.00087, 0.00128, 0.00123, 0.00112, 0.00116]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	48	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-0.5, 0.0, -1.0, -2.0, -1.0, -1.0, 3.0, 0.0, -1.0, -1.0, -1.0, -1.0, 0.0, -2.0, -1.0, -1.0]	[-0.5, -0.5, -0.5, -2.0, -0.25, -1.0, 2.5, -0.5, -1.0, -1.0, -1.0, -1.0, 0.5, -1.0, -1.0, -1.5]	[54.45, 55.15, 53.32, 58.86, 58.51, 61.02, 54.87, 56.18, 56.79, 55.58, 54.62, 58.08, 53.54, 59.12, 54.8, 58.6]	[0.2, 0.25, 0.23, 0.23, 0.2, 0.27, 0.24, 0.2, 0.18, 0.22, 0.26, 0.27, 0.23, 0.21, 0.23, 0.26]	[268.25, 262.21, -164.09, 275.91, 273.6, 271.2, -1, 271.48, 275.09, 249.02, 244.41, 265.31, -1, 282.23, -1, -1162.56]	[3.83, 3.75, 303.06, 5.66, 3.87, 3.85, -1, 2.49, 4.62, 3.9, 3.39, 3.96, -1, 4.11, -1, inf]	[0.01602, 0.01509, 0.00109, 0.01113, 0.01528, 0.01578, -1, 0.01861, 0.01382, 0.01515, 0.01753, 0.01713, -1, 0.0132, -1, -1]	[0.00079, 0.00091, 0.00108, 0.00093, 0.00082, 0.00086, -1, 0.00068, 0.00106, 0.00107, 0.0009, 0.00085, -1, 0.00092, -1, -1]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	47	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]	[-1.0, -3.0, -1.0, -1.0, 1.0, -1.0, -2.0, 2.0, 0.5, 0.0, -2.0, -1, 0.0, -1.0, -1.0, -1.0]	[-1.0, -2.0, -1.0, -1.0, 1.0, -1.5, -2.0, 2.0, 0.5, -0.5, -1.5, -1, 0.0, -0.5, -1.0, -1.0]	[56.69, 58.76, 57.7, 57.28, 56.77, 58.55, 60.43, 58.55, 56.16, 57.66, -1, -1, 58.48, 59.79, 57.83, 55.26]	[0.27, 0.25, 0.22, 0.22, 0.27, 0.25, 0.25, 0.23, 0.21, 0.24, -1, -1, 0.27, 0.22, 0.22, 0.23]	[271.62, 270.67, 269.71, 262.9, 266.34, 274.14, 270.68, 150.76, 277.17, 268.74, -1, -1, -1, 270.65, -1, 272.95]	[3.72, 5.42, 3.66, 4.23, 2.77, 5.25, 5.43, 7.34, 2.46, 3.21, -1, -1, -1, 3.32, -1, 3.35]	[0.01628, 0.0102, 0.01578, 0.01564, 0.02239, 0.01275, 0.01054, 0.00679, 0.03069, 0.01811, -1, -1, -1, 0.01917, -1, 0.01667]	[0.00086, 0.00075, 0.0009, 0.00077, 0.00081, 0.0009, 0.00078, 0.00154, 0.00102, 0.00082, -1, -1, -1, 0.00097, -1, 0.00078]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	21	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[8.0, 8.0, 6.0, 6.0, 9.0, 7.0, 9.0, 6.0, 6.0, 15.75, 7.0, 4.0, 7.0, 8.0, 8.0, 7.0]	[6.0, 7.0, 5.5, 7.0, 8.0, 6.0, 8.0, 6.5, 5.0, 12.0, 4.5, 4.5, 6.0, 6.5, 7.0, 6.0]	[52.84, 53.51, 53.36, 53.35, 53.35, 57.37, 54.19, 56.1, 52.37, 54.56, 53.47, 52.91, 53.13, 53.58, 53.36, 53.3]	[0.19, 0.22, 0.2, 0.22, 0.22, 0.26, 0.23, 0.22, 0.21, 0.22, 0.23, 0.23, 0.21, 0.18, 0.21, 0.21]	[239.22, 232.63, 246.84, 160.13, 134.98, 238.18, 245.18, 252.2, 239.88, 157.14, 154.98, 128.81, 233.84, 227.58, 248.2, 248.81]	[0.76, 0.98, 0.87, 3.16, 1.79, 1.16, 0.96, 0.91, 0.82, 3.36, 3.42, 2.38, 0.88, 1.05, 0.81, 0.77]	[0.10078, 0.09452, 0.08848, 0.04866, 0.09984, 0.07394, 0.08707, 0.07234, 0.09053, 0.0357, 0.05036, 0.05793, 0.0895, 0.09807, 0.10165, 0.09106]	[0.00099, 0.0011, 0.00123, 0.00179, 0.00222, 0.00107, 0.00112, 0.00098, 0.00125, 0.00147, 0.00167, 0.00198, 0.00104, 0.00121, 0.00107, 0.00108]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	46	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.0, 1.0, -1.0, -0.5, 0.0, 0.0, -1.0, -1.0, 1.5, 0.75, 0.0, -1.0, 1.0, 0.0, -0.25, -0.5]	[0.0, 1.0, -1.5, -0.25, 0.0, 0.0, -1.5, -0.5, 1.0, 0.0, -0.5, -1.0, 0.0, -0.5, -0.5, -1.0]	[56.52, 60.04, 59.32, 54.08, 55.14, 55.77, 63.66, 56.78, 60.43, 62.13, 56.53, 59.57, 58.89, 59.49, 62.65, 57.8]	[0.22, 0.24, 0.23, 0.22, 0.19, 0.24, 0.24, 0.22, 0.24, 0.24, 0.26, 0.23, 0.25, 0.25, 0.3, 0.2]	[275.46, -4.13, 275.3, -101.34, -859.05, 269.36, -1, 268.52, 267.31, 272.33, 273.93, 265.17, -5.27, 270.32, -1, 275.56]	[3.11, 66673.98, 5.01, 443.8, inf, 3.36, -1, 4.26, 2.37, 2.8, 2.66, 6.15, 34889.55, 3.93, -1, 3.86]	[0.01913, -1, 0.01298, 0.00429, -1, 0.01983, -1, 0.01382, 0.0275, 0.02261, 0.02001, 0.00985, -1, 0.01816, -1, 0.01535]	[0.00092, -1, 0.00101, 0.00449, -1, 0.00093, -1, 0.00081, 0.00078, 0.00087, 0.00093, 0.0009, -1, 0.00082, -1, 0.00092]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	44	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[-1.0, -1.0, 0.0, 0.0, 0.0, -1.0, 1.0, -1.0, 0.0, -1.75, -0.5, 0.0, 1.0, -1, -1.0, 0.0]	[-1.5, -1.0, 0.0, -0.25, 0.0, -1.0, 1.0, -1.0, 0.5, -2.0, -0.5, 0.0, 0.5, -1, -1.0, 0.0]	[53.34, 54.62, 55.4, 57.79, 54.97, 56.08, 55.07, 57.44, 52.09, 59.86, 55.23, 54.74, 55.4, -1, 55.71, 55.85]	[0.24, 0.22, 0.21, 0.24, 0.22, 0.19, 0.22, 0.23, 0.19, 0.24, 0.24, 0.23, 0.22, -1, 0.23, 0.21]	[270.03, 280.33, -4.96, -1, 260.49, 269.43, -1, 270.48, 266.4, 280.5, 264.5, 263.05, 277.97, -1, 268.12, 267.82]	[3.08, 3.61, 30385.63, -1, 3.43, 4.39, -1, 3.45, 1.78, 3.98, 3.77, 2.66, 2.38, -1, 2.74, 2.63]	[0.01509, 0.01372, -1, -1, 0.0195, 0.01437, -1, 0.01624, 0.02624, 0.01684, 0.01652, 0.02143, 0.02311, -1, 0.02064, 0.02331]	[0.00083, 0.00075, -1, -1, 0.00094, 0.00085, -1, 0.00083, 0.00095, 0.00083, 0.00094, 0.00103, 0.00102, -1, 0.00077, 0.00099]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[0.25, 26.75, 1.0, 2.0, -1, 36771.75, 10.5, 4.0, 5.0, 40.0, 4.25, 1.5, 3.25, 14.0, 15.0, 1.0]	[1.0, 26.0, 0.5, 1.0, -1, 36711.0, 9.5, 4.0, 4.5, 39.5, 2.5, 1.5, 3.5, 13.0, 15.5, 1.5]	[55.92, 51.22, 53.06, 56.82, -1, 1026.4, -1, 54.5, 54.26, 52.96, 55.71, 52.24, 55.91, 52.13, -1, 54.02]	[0.21, 0.19, 0.19, 0.21, -1, 681.23, -1, 0.22, 0.19, 0.2, 0.22, 0.17, 0.27, 0.24, -1, 0.21]	[219.78, 154.75, 236.52, 226.97, -1, 300.0, -1, 183.88, 248.1, 162.16, 246.02, 231.04, 242.65, 156.88, -1, 239.66]	[2.25, 3.88, 1.55, 2.0, -1, inf, -1, 2.21, 1.32, 3.14, 1.52, 1.55, 1.45, 3.27, -1, 1.73]	[0.02904, 0.01997, 0.03944, 0.03384, -1, -1, -1, 0.04827, 0.05208, 0.04506, 0.03708, 0.03883, 0.04689, 0.04723, -1, 0.03453]	[0.00151, 0.00154, 0.00105, 0.00104, -1, -1, -1, 0.00126, 0.00129, 0.00181, 0.00091, 0.00094, 0.00113, 0.00176, -1, 0.00094]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.0, 1.0, 1.0, -1.0, 0.0, 1.5, 1.25, 1.0, 1.75, 1.75, 3.5, 1.0, -0.5, -0.5, 2.0, -1.0]	[-0.5, 0.5, 0.5, -1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 1.0, 3.0, 0.5, -1.0, 0.0, 1.0, -1.0]	[58.79, 61.9, 60.28, 57.12, 56.81, 60.48, 56.58, 57.44, 59.73, 58.45, 60.98, 58.25, 57.57, 57.62, 58.94, 58.45]	[0.24, 0.28, 0.25, 0.27, 0.22, 0.21, 0.26, 0.22, 0.24, 0.23, 0.25, 0.24, 0.24, 0.26, 0.24, 0.24]	[262.19, 286.34, 278.44, 269.44, 255.04, 277.26, 265.89, 284.73, 272.31, 285.32, 274.12, 272.81, -1, 275.96, 278.14, 271.18]	[2.96, 2.12, 2.29, 3.55, 3.57, 2.36, 2.79, 2.4, 2.35, 2.01, 2.07, 2.92, -1, 3.15, 1.98, 4.65]	[0.01699, 0.02577, 0.02372, 0.01605, 0.01773, 0.02659, 0.01888, 0.02443, 0.0296, 0.03073, 0.02642, 0.0221, -1, 0.01993, 0.03365, 0.01382]	[0.00083, 0.00085, 0.00087, 0.00088, 0.00094, 0.0009, 0.00095, 0.00095, 0.00102, 0.00105, 0.00096, 0.0008, -1, 0.0009, 0.00106, 0.0008]
222	2025-04-09T07:15:46	2025-04-09T08:43:29	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[1.0, 3.0, -1.0, 2.0, 2.0, 3.5, 0.0, 1.0, 3.0, 3.0, 11.0, 1.0, 1.0, 1.0, -1.5, 1.0]	[0.0, 2.5, -1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 2.0, 2.5, 10.5, 1.0, 0.5, 0.5, -1.0, 1.0]	[57.82, 66.53, 64.29, 65.28, 61.62, 64.39, 64.95, 62.58, 60.42, 62.29, -1, 55.29, 63.53, 64.48, 61.49, 60.92]	[0.24, 0.29, 0.27, 0.27, 0.27, 0.26, 0.32, 0.28, 0.29, 0.27, -1, 0.22, 0.3, 0.35, 0.23, 0.23]	[-5.22, 284.5, 278.66, 288.38, 264.15, 284.11, 282.41, 268.44, 260.5, 271.96, -1, 269.66, 271.46, 277.75, 278.41, -5.26]	[34113.3, 2.33, 3.67, 2.56, 3.28, 2.45, 3.41, 3.2, 2.26, 2.08, -1, 1.93, 3.3, 3.01, 3.45, 37815.39]	[-1, 0.03048, 0.01819, 0.02602, 0.02303, 0.03021, 0.01709, 0.02052, 0.02951, 0.03142, -1, 0.02833, 0.02429, 0.02366, 0.01488, -1]	[-1, 0.00101, 0.00091, 0.00108, 0.00102, 0.00112, 0.0009, 0.00105, 0.001, 0.00113, -1, 0.0009, 0.00094, 0.00097, 0.00083, -1]
223	2025-04-09T08:50:39	2025-04-09T10:18:22	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[4.0, 5.0, 4.0, 2.0, 6.0, 6.0, 2.75, 4.25, 6.0, 67.5, -2.0, 3.0, 5.0, 4.0, 3.0, 3.0]	[4.0, 4.0, 3.5, 2.0, 5.0, 5.75, 3.0, 4.0, 5.5, 53.0, -1.75, 3.0, 4.5, 4.0, 3.0, 3.0]	[61.11, 63.97, 61.58, 62.3, 56.86, 61.52, 64.88, 63.46, 65.01, 62.29, -1, 63.08, 62.49, 62.91, 60.8, 63.08]	[0.25, 0.27, 0.26, 0.28, 0.25, 0.23, 0.28, 0.24, 0.25, 0.26, -1, 0.27, 0.29, 0.29, 0.26, 0.27]	[273.16, 280.69, 264.76, 275.74, 273.8, 267.53, 290.67, 277.54, 278.48, 276.53, -1, 286.62, 278.8, 272.07, 273.22, 283.77]	[1.1, 1.24, 1.29, 1.58, 1.04, 1.23, 1.68, 1.23, 1.22, 0.66, -1, 1.4, 1.17, 1.54, 1.38, 1.57]	[0.06399, 0.06464, 0.06024, 0.04748, 0.07486, 0.0641, 0.04763, 0.05813, 0.07099, 0.18646, -1, 0.05721, 0.06989, 0.05161, 0.05199, 0.05033]	[0.00095, 0.00098, 0.00089, 0.00074, 0.00102, 0.00089, 0.0008, 0.00092, 0.00102, 0.00211, -1, 0.00092, 0.00078, 0.00095, 0.0008, 0.00086]
